,category,first flight,introduced,introduction,ns,number built,pageid,retired,status,title,unit cost,views,built_group,built_number,year
3010,Category:1970s Romanian sailplanes|Category:1970s Romanian sailplanes|Category:1970s Romanian sailplanes|Category:1970s Romanian sailplanes|Category:1970s Romanian sailplanes|Category:1970s Romanian sailplanes,April {{avyear,,Error,0,>200,7950250,,,ICA IS-29,Error,8.761643835616438,4,200.0,1970.0
3011,Category:1970s Romanian sailplanes|Category:1970s Romanian sailplanes|Category:1970s Romanian sailplanes|Category:1970s Romanian sailplanes|Category:1970s Romanian sailplanes|Category:1970s Romanian sailplanes,August {{avyear,,Error,0,ca. 400,17303832,,,ICA IS-28,Error,20.90684931506849,5,400.0,1970.0
3030,Category:1970s Romanian civil trainer aircraft|Category:1970s Romanian civil trainer aircraft|Category:1970s Romanian civil trainer aircraft|Category:1970s Romanian civil trainer aircraft|Category:1970s Romanian civil trainer aircraft|Category:1970s Romanian civil trainer aircraft,10 June {{avyear,1974,Error,0,80,17287583,,,IAR 823,Error,17.386301369863013,4,80.0,1974.0
3032,Category:1930s Romanian civil trainer aircraft|Category:1930s Romanian civil trainer aircraft|Category:1930s Romanian civil trainer aircraft|Category:1930s Romanian civil trainer aircraft|Category:1930s Romanian civil trainer aircraft|Category:1930s Romanian civil trainer aircraft,[[1932 in aviation,,Error,0,2,16118375,,,SET 10,Error,3.5616438356164384,2,2.0,1932.0
3037,Category:1970s Romanian agricultural aircraft|Category:1970s Romanian agricultural aircraft|Category:1970s Romanian agricultural aircraft|Category:1970s Romanian agricultural aircraft|Category:1970s Romanian agricultural aircraft|Category:1970s Romanian agricultural aircraft,22 July {{avyear,,Error,0,17,17297554,,,IAR-827,Error,6.994520547945205,3,17.0,1970.0
3038,Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft,20 March 1970,1971,Error,0,30,17287205,,,IAR-822,Error,5.210958904109589,3,30.0,1970.0
3039,Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft,{{avyear,1968,Error,0,21,17281632,,,IAR-821,Error,6.104109589041096,3,21.0,1968.0
3040,Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft|Category:1960s Romanian agricultural aircraft,{{avyear,1970,Error,0,13,30247265,,,IAR 826,Error,4.564383561643836,3,13.0,1970.0
3044,Category:1970s Romanian helicopters|Category:1970s Romanian helicopters,22 October 1975,,Error,0,â¥ 163,1597302,,In service,IAR 330,,112.00821917808219,4,163.0,1975.0
3048,Category:1950s Republic of China helicopters|Category:1950s Republic of China helicopters,1952; 1956,Error,,0,1,17676579,,unknown,Chu CJC-3,,3.7315068493150685,1,1.0,1952.0
3050,Category:1940s Republic of China helicopters|Category:1940s Republic of China helicopters,1948 (exact date unknown),Error,,0,2,17684952,,unknown,Chu Hummingbird,,6.816438356164384,2,2.0,1948.0
3091,Category:1990s Polish civil utility aircraft|Category:1990s Polish civil utility aircraft|Category:1990s Polish helicopters|Category:1990s Polish civil utility aircraft|Category:1990s Polish helicopters|Category:1990s Polish civil utility aircraft|Category:1990s Polish civil utility aircraft|Category:1990s Polish civil utility aircraft,29 October 1996,2002,Error,0,40,1498653,,In service,PZL SW-4,$1.3M (2016),72.25479452054795,3,40.0,1996.0
3093,Category:1990s Polish civil utility aircraft|Category:1990s Polish ultralight aircraft|Category:1990s Polish civil trainer aircraft|Category:1990s Polish civil utility aircraft|Category:1990s Polish ultralight aircraft|Category:1990s Polish civil trainer aircraft|Category:1990s Polish ultralight aircraft|Category:1990s Polish civil utility aircraft|Category:1990s Polish ultralight aircraft|Category:1990s Polish civil trainer aircraft|Category:1990s Polish civil utility aircraft|Category:1990s Polish civil trainer aircraft|Category:1990s Polish ultralight aircraft|Category:1990s Polish ultralight aircraft|Category:Light-sport aircraft|Category:1990s Polish civil utility aircraft|Category:1990s Polish civil utility aircraft|Category:1990s Polish civil trainer aircraft|Category:1990s Polish civil trainer aircraft,1996,,Error,0,60 (to Sept 2006),1038423,,,3Xtrim 3X55 Trener,"base price US$99,900",17.476712328767125,4,60.0,1996.0
3094,Category:1980s Polish civil utility aircraft|Category:1980s Polish civil utility aircraft|Category:1980s Polish civil utility aircraft|Category:1980s Polish civil utility aircraft|Category:1980s Polish civil utility aircraft|Category:1980s Polish civil utility aircraft,9 November 1989,,Error,0,2 (prototypes),11053982,,Prototype,PZL-105 Flaming,,18.816438356164383,2,2.0,1989.0
3095,Category:1970s Polish civil utility aircraft|Category:1970s Polish civil utility aircraft|Category:1970s Polish civil utility aircraft|Category:1970s Polish civil utility aircraft|Category:1970s Polish civil utility aircraft|Category:1970s Polish civil utility aircraft,25 July 1979,,Error,0,20,4864647,,,PZL M-20 Mewa,,39.16712328767123,3,20.0,1979.0
3096,Category:1970s Polish civil utility aircraft|Category:1970s Polish civil utility aircraft|Category:1970s Polish civil utility aircraft|Category:1970s Polish civil utility aircraft|Category:1970s Polish civil utility aircraft|Category:1970s Polish civil utility aircraft,7 July 1977,Error,Error,0,1,17075157,Error,prototype,PZL M-17,Error,4.46027397260274,1,1.0,1977.0
3097,Category:1960s Polish civil utility aircraft|Category:1960s Polish civil utility aircraft|Category:1960s Polish civil utility aircraft|Category:1960s Polish civil utility aircraft|Category:1960s Polish civil utility aircraft|Category:1960s Polish civil utility aircraft,24 April 1962,,Error,0,"1,000+",3750217,,Production Ended,PZL-104 Wilga,"$233,000 (2006)",170.3972602739726,5,1000.0,1962.0
3098,Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft,23 May 1958,[[1959 in aviation,Error,0,10,16408565,,,PZL-102 Kos,Error,5.1068493150684935,3,10.0,1958.0
3099,Category:1950s Polish civil utility aircraft|Category:1950s Polish agricultural aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish agricultural aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish agricultural aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish agricultural aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish agricultural aircraft|Category:1950s Polish agricultural aircraft,14 April 1958,,Error,0,325,6709698,,,PZL-101 Gawron,,16.10958904109589,5,325.0,1958.0
3100,Category:1950s Polish civil utility aircraft|Category:1960s Polish helicopters|Category:1950s Polish civil utility aircraft|Category:1960s Polish helicopters|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft,18 November 1959,Error,[[1961 in aviation,0,86 + 3 prototypes,17314350,[[1981 in aviation,,PZL SM-2,,14.698630136986301,4,86.0,1959.0
3101,Category:1950s Polish civil utility aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil trainer aircraft,17 May 1951 (S-3),Error,Error,0,3 + 1,11128535,Error,Error,PZL S-4 Kania 2,Error,0.31232876712328766,2,3.0,1951.0
3102,Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft,16 May 1951,,Error,0,1,17252143,,,LWD Żuraw,,3.0082191780821916,1,1.0,1951.0
3103,Category:1950s Polish civil utility aircraft|Category:1950s Polish experimental aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish helicopters|Category:1950s Polish civil utility aircraft|Category:1950s Polish helicopters|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft|Category:1950s Polish civil utility aircraft,10 February 1959,,Error,0,1 prototype +2 partially built,11727705,,Cancelled,BŻ-4 Żuk,,3.4986301369863013,1,1.0,1959.0
3104,Category:1940s Polish civil utility aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil utility aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil utility aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil utility aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil utility aircraft|Category:1940s Polish civil utility aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil trainer aircraft,23 March 1947,1947,Error,0,13,10898202,1955,Error,LWD Żak,Error,2.682191780821918,3,13.0,1947.0
3105,Category:1940s Polish civil utility aircraft|Category:1940s Polish civil utility aircraft|Category:1940s Polish civil utility aircraft|Category:1940s Polish civil utility aircraft|Category:1940s Polish civil utility aircraft|Category:1940s Polish civil utility aircraft,"October 28, 1945",[[1946 in aviation,Error,0,13,10804331,[[1955 in aviation,Error,LWD Szpak,Error,7.457534246575342,3,13.0,1945.0
3106,Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft,[[1937 in aviation,,Error,0,5+1 prototype,6920551,,,RWD 15,"70,000 [[zÅoty]]",3.7041095890410958,2,5.0,1937.0
3107,Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft,4 December 1933,1934,Error,0,"1 static test, 1 prototype, 8 production",6723875,Error,,RWD 9,,9.30958904109589,1,1.0,1933.0
3108,Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft,[[1938 in aviation,1938,Error,0,>2 RWD 16bis,17612358,1950,,RWD 21,Error,3.117808219178082,2,2.0,1938.0
3110,Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft,15 January 1935,1935,Error,0,approx. 100,6890029,Error,,RWD 13,,8.191780821917808,4,100.0,1935.0
3111,Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft,7 August 1931,[[1931 in aviation,Error,0,20,966947,[[1939 in aviation,,RWD 5,,5.734246575342466,3,20.0,1931.0
3112,Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft,[[1932 in aviation,,Error,0,1 (prototype),11458033,,Prototype,PZL.16,,4.605479452054794,1,1.0,1932.0
3113,Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft,February [[1931 in aviation,,Error,0,1,11442920,,Prototype,PZL.12,"Flying boat : 19,000 Zloty ; Amphibian 23,000 Zloty",4.8493150684931505,1,1.0,1931.0
3114,Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft,1933,1933,Error,0,1,16684687,Error,prototype,PWS-54,Error,3.493150684931507,1,1.0,1933.0
3115,Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft,August [[1931 in aviation,1933,Error,0,11,6949888,Error,,PWS-24,90.000 [[zÅoty]],10.36986301369863,3,11.0,1931.0
3116,Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft,Autumn [[1937 in aviation,"May 19, 1938",Error,0,1,1910381,,Prototype,LWS-2,,8.89041095890411,1,1.0,1937.0
3117,Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft|Category:1930s Polish civil utility aircraft,February 1932,,Error,0,7,11345726,,,Lublin R-XVI,,5.2684931506849315,3,7.0,1932.0
3148,Category:1980s Polish civil trainer aircraft|Category:1980s Polish civil trainer aircraft|Category:1980s Polish civil trainer aircraft|Category:1980s Polish civil trainer aircraft|Category:1980s Polish civil trainer aircraft|Category:1980s Polish civil trainer aircraft,"July 15, 1986",,Error,0,14,7338789,Error,in production,PZL M26 Iskierka,,6.112328767123287,3,14.0,1986.0
3149,Category:1960s Polish civil trainer aircraft|Category:1960s Polish sport aircraft|Category:1960s Polish civil trainer aircraft|Category:1960s Polish sport aircraft|Category:1960s Polish sport aircraft|Category:1960s Polish civil trainer aircraft|Category:1960s Polish sport aircraft|Category:1960s Polish civil trainer aircraft|Category:1960s Polish sport aircraft|Category:1960s Polish sport aircraft|Category:1960s Polish civil trainer aircraft|Category:1960s Polish civil trainer aircraft,7 September 1961,,Error,0,2 prototypes,7169150,Error,Prototype,PZL M-4 Tarpan,,5.342465753424658,2,2.0,1961.0
3150,Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil trainer aircraft,23 July 1955,[[1957 in aviation,Error,0,251,921589,[[1978 in aviation,,PZL TS-8 Bies,,16.994520547945207,5,251.0,1955.0
3151,Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil trainer aircraft|Category:1950s Polish civil trainer aircraft,26 June 1958,Error,Error,0,2 prototypes,17383151,Error,Prototype,PZL M-2,Error,4.597260273972603,2,2.0,1958.0
3152,Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil trainer aircraft,1 September 1948,[[1949 in aviation,Error,0,7,10878327,[[1963 in aviation,,LWD Zuch,,5.323287671232877,3,7.0,1948.0
3153,Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil trainer aircraft|Category:1940s Polish civil trainer aircraft,"February 22, 1948",1952,Error,0,252,927185,1972,,LWD Junak,,9.134246575342466,5,252.0,1948.0
3155,Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft,1938/1939,Error,Error,0,1,16935028,Error,prototype,RWD 23,Error,2.8958904109589043,1,1.0,1938.0
3156,Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft,7 August [[1937 in aviation,[[1938 in aviation,Error,0,~30,2202489,[[1939 in aviation,,RWD 17,,4.720547945205479,3,30.0,1937.0
3157,Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft,[[1933 in aviation,[[1934 in aviation,Error,0,over 550,985934,[[1948 in aviation,,RWD 8,,15.983561643835616,5,550.0,1933.0
3158,Category:1930s Polish civil trainer aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish civil trainer aircraft|Category:1930s Polish civil trainer aircraft,May [[1930 in aviation,1930,Error,0,15,11093437,1939,,PZL.5,Error,4.926027397260274,3,15.0,1930.0
3163,Category:1920s Polish civil trainer aircraft|Category:1920s Polish civil trainer aircraft|Category:1920s Polish civil trainer aircraft|Category:1920s Polish civil trainer aircraft|Category:1920s Polish civil trainer aircraft|Category:1920s Polish civil trainer aircraft,20 December 1927,1929,Error,0,~75,11775837,1939,Error,Bartel BM 4,Error,3.265753424657534,4,75.0,1927.0
3164,Category:1920s Polish civil trainer aircraft|Category:1920s Polish civil trainer aircraft|Category:1920s Polish civil trainer aircraft|Category:1920s Polish civil trainer aircraft|Category:1920s Polish civil trainer aircraft|Category:1920s Polish civil trainer aircraft,7 December 1926,Error,Error,0,1,11858597,Error,Prototype,Bartel BM 2,,2.2383561643835614,1,1.0,1926.0
3180,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,October [[1938 in aviation,Error,Error,0,1,17676482,Error,prototype,RWD-19,Error,3.16986301369863,1,1.0,1938.0
3181,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,[[1936 in aviation,Error,Error,0,1,17550466,Error,prototype,RWD 16,Error,2.484931506849315,1,1.0,1936.0
3182,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,July [[1933 in aviation,[[1935 in aviation,Error,0,~22+1,2199462,[[1939 in aviation,,RWD 10,,3.3013698630136985,3,22.0,1933.0
3183,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,July 1931,1931,Error,0,1,983043,1938,,RWD 7,,2.3013698630136985,1,1.0,1931.0
3184,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,3 June 1932,1932,Error,0,3,953030,1935,,RWD 6,,4.715068493150685,2,3.0,1932.0
3185,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,Spring 1930,1930,Error,0,9,2158710,1936,,RWD 4,,2.8109589041095893,3,9.0,1930.0
3186,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,April [[1930 in aviation,1930,Error,0,1,2176588,Error,,RWD 3,,2.558904109589041,1,1.0,1930.0
3187,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,[[1934 in aviation,1934,Error,0,5,10920671,1939,Error,PZL.26,,8.315068493150685,2,5.0,1934.0
3188,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,May [[1932 in aviation,1932,Error,0,3,7756564,[[1935 in aviation,Error,PZL.19,Error,5.989041095890411,2,3.0,1932.0
3189,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,[[1930 in aviation,Error,Error,0,31,11472893,[[1935 in aviation,Error,PZL Ł.2,Error,7.279452054794521,3,31.0,1930.0
3190,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,July [[1930 in aviation,Error,Error,0,1,27673943,[[1939 in aviation,prototype,PWS-52,Error,3.2356164383561645,1,1.0,1930.0
3191,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,[[1930 in aviation,Error,Error,0,1,21316197,[[1934 in aviation,prototype,PWS-51,Error,3.6191780821917807,1,1.0,1930.0
3192,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,[[1930 in aviation,Error,Error,0,1,21302833,[[1933 in aviation,,PWS-50,Error,2.463013698630137,1,1.0,1930.0
3193,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,July 1938,Error,Error,0,2}},34619349,Error,Error,PWS-35 Ogar,Error,3.9205479452054797,2,2.0,1938.0
3194,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,[[1929 in aviation,,Error,0,2,27814863,,prototype,PWS-11,,2.5232876712328767,2,2.0,1929.0
3195,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,[[1929 in aviation,1930,Error,0,1,16818366,Error,prototype,PWS-8,Error,2.0986301369863014,1,1.0,1929.0
3199,Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft|Category:1930s Polish sport aircraft,Autumn [[1930 in aviation,,Error,0,1,17611542,,prototype,Lublin R-XII,,2.4136986301369863,1,1.0,1930.0
3206,Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft,July [[1929 in aviation,1929,Error,0,4,2158808,1935,,RWD 2,,2.8958904109589043,2,4.0,1929.0
3207,Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft,September [[1928 in aviation,1928,Error,0,1,2189477,1930,,RWD 1,,3.106849315068493,1,1.0,1928.0
3209,Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft,20 May [[1927 in aviation,,Error,0,1,27999701,,prototype,PWS 3,,2.073972602739726,1,1.0,1927.0
3210,Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft,September [[1928 in aviation,,Error,0,1,28088111,,prototype,PWS-4,,2.632876712328767,1,1.0,1928.0
3221,Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft|Category:1920s Polish sport aircraft,"October 5, 1926",1927,Error,0,5,17186506,1936,,Drzewiecki JD-2,,2.936986301369863,2,5.0,1926.0
3234,Category:1990s Polish sailplanes|Category:1990s Polish sailplanes|Category:1990s Polish sailplanes|Category:1990s Polish sailplanes|Category:1990s Polish sailplanes|Category:1990s Polish sailplanes,6 August 1991 (proof of concept glider: 11 January 1991),Error,,0,30 (+ proof of concept glider),30856554,Error,Error,Swift S-1,,27.50958904109589,3,30.0,1991.0
3235,Category:1990s Polish sailplanes|Category:1990s Polish sailplanes|Category:1990s Polish sailplanes|Category:1990s Polish sailplanes|Category:1990s Polish sailplanes|Category:1990s Polish sailplanes,{{avyear,Error,Error,0,ca. 200,2842826,Error,Error,PW-5,Error,13.194520547945206,4,200.0,1990.0
3253,Category:1970s Polish sailplanes|Category:1970s Polish sailplanes|Category:1970s Polish sailplanes|Category:1970s Polish sailplanes|Category:Sailplanes|Category:1970s Polish sailplanes|Category:1970s Polish sailplanes,29 November 1970,Error,Error,0,2,24139972,Error,Error,SZD-35 Bekas,Error,2.265753424657534,2,2.0,1970.0
3255,Category:1960s Polish sailplanes|Category:1960s Polish sailplanes|Category:1960s Polish sailplanes|Category:1960s Polish sailplanes|Category:1960s Polish sailplanes|Category:1960s Polish sailplanes,31 December 1969,Error,Error,0,290 x SZD-36 Cobra + 2 x SZD-39 Cobra 17,9033139,Error,Error,SZD-36 Cobra 15,Error,9.367123287671232,5,290.0,1969.0
3256,Category:1960s Polish sailplanes|Category:1960s Polish sailplanes|Category:1960s Polish sailplanes|Category:1960s Polish sailplanes|Category:1960s Polish sailplanes|Category:1960s Polish sailplanes,19 May {{avyear,1967,Error,0,776 (1967-1980),3714795,Error,Error,SZD-30 Pirat,Error,9.158904109589042,5,776.0,1967.0
3261,Category:1960s Polish sailplanes|Category:1950s Polish sailplanes|Category:1960s Polish sailplanes|Category:1950s Polish sailplanes|Category:1960s Polish sailplanes|Category:1960s Polish sailplanes|Category:1950s Polish sailplanes|Category:1950s Polish sailplanes|Category:1960s Polish sailplanes|Category:1950s Polish sailplanes|Category:1960s Polish sailplanes|Category:1950s Polish sailplanes,31 December 1958,1960,Error,0,22,23884381,Error,Error,SZD-19 Zefir,Error,5.347945205479452,3,22.0,1958.0
